Course Name,Description
MIE459H1,Organization Design Study of work systems design in new and existing organizations Consideration will be given to sociotechnical systems design methodology division of labour change management teams incentives project management safety culture automation equity and union-management relations
MIE463H1,Integrated System Design Integrated System Design is a capstone course that integrates the various perspectives of an integrated system taught in third year including: Optimization Quality Management Information and Economics The course approaches systems design from a Business Process perspective Beginning with the Business Processes it explores the concept of Business Process Re-engineering It extends the concept of business processes to incorporate perspectives such as cost quality time behaviour etc The second part of the course focuses on business process design tools Namely software tools to both design simulate and analyse business processes The third part of the course explores the application of process design to various domains Guest speakers are used to provide domain background
MIE469H1,Reliability and Maintainability Engineering An introduction to the life-cycle costing concept for equipment acquisition operation and replacement decision-making Designing for reliability and determination of optimal maintenance and replacement policies for both capital equipment and components Topics include: identification of an items failure distribution and reliability function reliability of series parallel and redundant systems design configurations time-to-repair and maintainability function age and block replacement policies for components the economic life model for capital equipment provisioning of spare parts
MIE479H1,Engineering Mathematics Statistics and Finance Capstone Design This will be a group project oriented course that focuses on the development of tools for solving a practical financial engineering problem In particular a decision support system will be developed that integrates both the mathematical and statistical modeling techniques learned in the option along with relevant computing technologies Problems that contain a real-time economic decision making component will be emphasized but does not necessarily or explicitly involve financial markets An important goal of the capstone is the articulation of the requirements to non-specialists as an exercise in communication with non-technical members of an organization
MIE488H1,Entrepreneurship and Business for Engineers A complete introduction to small business formation management and wealth creation Topics include: the nature of the Entrepreneur and the Canadian business environment; business idea search and Business Plan construction; Buying a business franchising taking over a family business; Market research and sources of data; Marketing strategies promotion pricing advertising electronic channels and costing; The sales process and management distribution channels and global marketing; Accounting financing and analysis sources of funding and financial controls; The people dimension: management styles recruiting and hiring legal issues in employment and Human Resources; Legal forms of organization and business formation taxation intellectual property protection; the e-Business world and how businesses participate; Managing the business: location and equipping the business suppliers and purchasing credit ethical dealing; Exiting the business and succession selling out A full Business Plan will be developed by each student and the top submissions will be entered into a Business Plan competition with significant cash prices for the winners Examples will be drawn from real business situations including practicing entrepreneurs making presentations and class visits during the term Identical courses are offered: ECE488H1 MSE488H1 CHE488H1 and CIV488H1
MIE490Y1,Capstone Design An experience in engineering practice through a significant design project whereby student teams meet specific client needs through a creative iterative and open-ended design process The project must include:- The application of disciplinary knowledge and skills to conduct engineering analysis and design- The demonstration of engineering judgment in integrating economic health safety environmental social or other pertinent interdisciplinary factors- Elements of teamwork project management and client interaction and- A demonstration of proof of the design concept
MIE491Y1,Capstone Design An experience in engineering practice through a significant design project whereby students teams meet specific client needs or the requirements of a recognized design competition through a creative iterative and open-ended design process The project must include:
MIE498H1,Research Thesis An opportunity to conduct independent research under the supervision of a faculty member in MIE Admission to the course requires the approval of a project proposal by the Undergraduate office The proposal must: 1 Explain how the research project builds upon one or more aspects of engineering science introduced in the students academic program 2 provide an estimate of a level of effort not less than 130 productive hours of work per term 3 specify a deliverable in each term to be submitted by the last day of lectures 4 be signed by the supervisor and 5 be received by the Undergraduate Office one week prior to the last add day
MIE498Y1,Research Thesis An opportunity to conduct independent research under the supervision of a faculty member in MIE Admission to the course requires the approval of a project proposal by the Undergraduate office The proposal must: 1 Explain how the research project builds upon one or more aspects of engineering science introduced in the students academic program 2 provide an estimate of a level of effort not less than 130 productive hours of work per term 3 specify a deliverable in each term to be submitted by the last day of lectures 4 be signed by the supervisor and 5 be received by the Undergraduate Office one week prior to the last add day
MIE504H1,Applied Computational Fluid Dynamics The course is designed for Students with no or little Computational Fluid Dynamics CFD knowledge who want to learn CFD application to solve engineering problems The course will provide a general perspective to the CFD and its application to fluid flow and heat transfer and it will teach the use of some of the popular CFD packages and provides them with the necessary tool to use CFD in specific applications Students will also learn basics of CFD and will use that basic knowledge to learn Fluent Ansys CFD software Most CFD packages have a variety of modules to deal with a specific type of flow Students will be introduced to different modules and their specific applications They will then be able to utilize the CFD package to simulate any particular problem Ansys software will be the commercial package that will be used in this course Ansys Fluent is the most common commercial CFD code available and most of the engineering companies use this code for their research & development and product analysis
MIE505H1,Micro/Nano Robotics This course will not be offered for the 2022-23 academic year 
MIE506H1,* MEMS Design and Microfabrication This course will present the fundamental basis of microelectromechanical systems MEMS Topics will include: micromachining/microfabrication techniques micro sensing and actuation principles and design MEMS modeling and simulation and device characterization and packaging Students will be required to complete a MEMS design term project including design modeling simulation microfabrication process design and photolithographic mask layout
MIE507H1,Heating Ventilating and Air Conditioning HVAC Fundamentals Introduction to the fundamentals of HVAC system operation and the relationship between these systems building occupants and the building envelope Fundamentals of psychrometrics heat transfer and refrigeration; determination of heating and cooling loads driven by occupant requirements and the building envelope; heating and cooling equipment types and HVAC system configurations; controls and maintenance issues that influence performance; evaluation of various HVAC systems with respect to energy and indoor environmental quality performance
MIE515H1,Alternative Energy Systems This course covers the basic principles current technologies and applications of selected alternative energy systems Specific topics include solar thermal systems solar photovoltaic systems wind wave and tidal energy energy storage and grid connections issues Limited enrolment
MIE516H1,Combustion and Fuels Introduction to combustion theory Chemical equilibrium and the products of combustion Combustion kinetics and types of combustion Pollutant formation Design of combustion systems for gaseous liquid and solid fuels The use of alternative fuels hydrogen biofuels etc and their effect on combustion systems
MIE517H1,Fuel Cell Systems Thermodynamics and electrochemistry of fuel cell operation and testing; understanding of polarization curves and impedance spectroscopy; common fuel cell types materials components and auxiliary systems; high and low temperature fuel cells and their applications in transportation and stationary power generation including co-generation and combined heat and power systems; engineering system requirements resulting from basic fuel cell properties and characteristics
MIE519H1,*  Advanced Manufacturing Technologies This course is designed to provide an integrated multidisciplinary approach to Advanced Manufacturing Engineering and provide a strong foundation including fundamentals and applications of advanced manufacturing AM Topics include: additive manufacturing 3D printing micro- and nano-manufacturing continuous & precision manufacturing green and biological manufacturing New applications of AM in sectors such as automotive aerospace biomedical and electronics
MIE520H1,Biotransport Phenomena Application of conservation relations and momentum balances dimensional analysis and scaling mass transfer heat transfer and fluid flow to biological systems including: transport in the circulation transport in porous media and tissues transvascular transport transport of gases between blood and tissues and transport in organs and organisms
MIE523H1,Engineering Psychology and Human Performance An examination of the relation between behavioural science and the design of human-machine systems with special attention to advanced control room design Human limitations on perception attention memory and decision making and the design of displays and intelligent machines to supplement them The human operator in process control and the supervisory control of automated and robotic systems Laboratory exercises to introduce techniques of evaluating human performance
MIE524H1,Data Mining Introduction to data mining and machine learning algorithms for very large datasets; Emphasis on creating scalable algorithms using MapReduce and Spark as well as modern machine learning frameworks Algorithms for high-dimensional data Data mining and machine learning with large-scale graph data Handling infinite data streams Modern applications of scalable data mining and machine learning algorithms
MIE533H1,Waves and Their Applications in Non-Destructive Testing and Imaging The course is designed for students who are interested in more advanced studies of applying wave principles to engineering applications in the field of non-destructive testing NDT and imaging NDI Topics will cover: Review of principles and characteristics of sound and ultrasonic waves; thermal waves; optical light waves; photons: light waves behaving as particles; black body radiation continuous wave and pulsed lasers The course will focus on NDT and NDI applications in component inspection and medical diagnostics using ultrasonics laser photothermal radiometry thermography and dynamic infrared imaging
MIE535H1,Electrification Through Electricity Markets  Challenges of meeting net-zero fundamentals of markets structures and participants spot markets economic dispatch day-ahead markets optimal unit commitment forward markets settlement process storage and demand management renewable and distributed energy resources trading over transmission networks nodal pricing reliability resources generation and transmission capacity investment models capacity markets
MIE540H1,* Product Design This course takes a 360 degrees perspective on product design: beginning at the market need evolving this need into a concept and optimizing the concept Students will gain an understanding of the steps involved and the tools utilized in developing new products The course will integrate both business and engineering concepts seamlessly through examples case studies and a final project Some of the business concepts covered include: identifying customer needs project management and the economics of product design The engineering design tools include: developing product specifications concept generation concept selection Product Functional Decomposition diagrams orthogonal arrays full and fractional factorials noises interactions tolerance analysis and latitude studies Specific emphasis will be placed on robust and tunable technology for product optimization
MIE542H1,Human Factors Integration The integration of human factors into engineering projects Human factors integration HFI process and systems constraints HFI tools and HFI best practices Modelling economics and communication of HFI problems Examples of HFI drawn from energy healthcare military and software systems Application of HFI theory and methods to a capstone design project including HFI problem specification concept generation and selection through an iterative and open-ended design process
MIE550H1,Advanced Momentum Heat and Mass Transfer This course observes: conservation of mass momentum energy and species; diffusive momentum heat and mass transfer; dimensionless equations and numbers; laminar boundary layers; drag heat transfer and mass transfer coefficients; transport analogies; simultaneous heat and mass transfer; as well as evaporative cooling droplet evaporation and diffusion flames
MIE561H1,"Healthcare Systems MIE 561 is a ""cap-stone"" course Its purpose is to give students an opportunity to integrate the Industrial Engineering tools learned in previous courses by applying them to real world problems While the specific focus of the case studies used to illustrate the application of Industrial Engineering will be the Canadian health care system the approach to problem solving adopted in this course will be applicable to any setting This course will provide a framework for identifying and resolving problems in a complex unstructured decision-making environment It will give students the opportunity to apply a problem identification framework through real world case studies The case studies will involve people from the health care industry bringing current practical problems to the class Students work in small groups preparing a feasibility study discussing potential approaches Although the course is directed at Industrial Engineering fourth year and graduate students it does not assume specific previous knowledge and the course is open to students in other disciplines"
MIE562H1,Scheduling This course takes a practical approach to scheduling problems and solution techniques motivating the different mathematical definitions of scheduling with real world scheduling systems and problems Topics covered include: job shop scheduling timetabling project scheduling and the variety of solution approaches including constraint programming local search heuristics and dispatch rules Also covered will be information engineering aspects of building scheduling systems for real world problems
MIE563H1,Analytic and Numerical Solution of Engineering PDEs This course explores analytic and numerical solution techniques for heat/mass diffusion and vibration/wave equations Emphasis is placed on intuitive derivation of these equations and analytic solution techniques like separation of variations eigenfunction expansions Fourier analysis integral transforms coordinate transforms and special functions Numerical solutions are introduced via finite difference methods A key learning outcome of this course is understanding the central role that analytic solutions play in developing intuition about engineering physics and how this is a fundamental step in learning to verify validate and properly use advanced computational modelling tools
MIE566H1,Decision Making Under Uncertainty Methods of analysis for decision making in the face of uncertainty and opponents Topics include subjective discrete and continuous probability utility functions decision trees influence diagrams bayesian networks multi-attribute utility functions static and dynamic games with complete and incomplete information bayesian games Supporting software
MIE567H1,Dynamic & Distributed Decision Making Fundamental concepts and mathematical frameworks for scientific sequential decision making in the presence of uncertainty Utility theory uncertainty modeling theory of games dynamic programming and multi-agent system Discussion of how the decision theories can be applied to design algorithms and processes for real-world cases
MIN120H1,Insight into Mineral Engineering A comprehensive introduction to the global minerals industry using international regulatory requirements as a thematic structure Engineering applications together with current and emerging issues are emphasized throughout Principal topics include: mineral resources in the economy; stakeholder concerns and responsible mining; mineral exploration; surface and sub-surface mine development and operation; fundamentals of mineral processing; mineral industry finance
MIN191H1,Introduction to Mineral Engineering This is a seminar series that will introduce students to the community upper-year experience and core fields of Mineral Engineering Seminar presenters will represent the major areas in Mineral Engineering and will also be drawn from an array of groups including students staff faculty and alumni The format will vary and may include application examples case studies career opportunities and research talks The purpose of the seminar series is to provide first year students with some understanding of the various options within the Department to enable them to make educated choices as they progress through the program This course will be offered on a credit/no credit basis
MIN201H1,Mineral Engineering Field Excursion A field-based course introducing students to mineral engineering activities in open pit and underground mines and mineral processing plants The course will provide essential contextual experience for later courses in years 2 to 4 of the program as well as highlight the key role of mineral engineers in developing safe economical and sustainable solutions for extracting and processing natural mineral resources A mine operation in Ontario will be visited which depending on the site location will require one or two overnight stays in the nearest town/city The mine operation will provide all personal protective equipment PPE and will ensure that students receive comprehensive safety induction training before entering the operation The course will run in the first week of September immediately following Labour Day
MIN225H1,Introduction to the Resource Industries This course introduces the global resource industries in three parts In Module 1 students learn about mineral resources in the economy the origin of ore deposits mineral exploration and processing techniques land ownership and environmental issues Engineering applications are emphasized Exploration and development topics are investigated Module 2 presents an introduction to modern mining engineering The basics of both surface open pit and sub-surface mining is covered Module 3 presents an introduction on the processing of mineral resources into metals The course helps to develop communication skills through student presentations on current issues in the industry and through training in technical communications by faculty from the Engineering Communications Program Training for AutoCad and an extensive communications module are provided in the laboratory section Students will participate in a field trip to an operating mine *Only students enrolled in the Lassonde Mineral Engineering program are eligible to participate in the 2nd year field trip
MIN250H1,Surface Mining Operational aspects of open pit mine design and mine planning Topics will include: open pit design and pit optimization; long term and short term planning considerations; materials handling; equipment selection and optimization; industrial minerals production; mine safety and mine regulations; mining and the environment; mine personnel organization; ethics and professional issues Pit dewatering the location and stability of waste dumps and an examination of equipment cost and production statistics are also included
MIN301H1,Mineral Reserve and Mineral Resource Estimation Introduction to Mineral Resource and Mineral Reserve Estimation is an advanced level course that focuses on the stages of a mineral resource and mineral reserve estimation program from assembling the database through to reporting under industry guidelines Major course topics include: statistical analysis of sampling data geologic interpretation and deposit models; mineral resources estimation approaches and methods mineral reserve estimation classification of resources and reserves and reporting under regulatory standards and industry guidelines for professional practice
MIN320H1,Explosives and Fragmentation in Mining Efficient drilling and blasting is important to successful mining in rock formations This course studies the planning design and economics of rock blasting for a full range of surface and underground mining and construction projects Emphasis will be on optimization of fragmentation using blast geometry and those variables available to the field engineer This course covers the selection of modern industrial explosives their history physical properties and safe handling including an introduction to the theory of detonation and rock response Safety procedures in storage and transportation will be studied along with the monitoring and control of blast side effects A field trip is associated with this course
MIN329H1,Engineering Rock Mechanics This course introduces students to the fundamental concepts of rock mechanics and their application to rock engineering The following rock mechanics topics are covered: stress and strain; in situ stress; intact rock strength; discontinuity geometry strength and stiffness; rock mass behavious; anisotropy heterogeneity and the size effect; rock mass classifcation schemes Rock engineering topics include: rock excavation; rock stabilisation; instability mechanisms in foundationas and slopes; rock slope design methods; underground openings in discontinuous and continuous rocks; rock-support interaction; synopsis of numerical methods Associated laboratory sessions involve stress measurement core logging compressive strength determination and index testing
MIN330H1,Mining Environmental Management This course provides an overview of the major aspects of mining environmental management from exploration through design and development of the property into operation and final closure implementation An applied approach is taken utilizing case studies and examples where possible Participation and discussion is an integral part of the course Topics include sustainable development environmental impacts designing for mitigation environmental management systems and reclamation
MIN350H1,Mineral Economics Course covers the evaluation of mineral projects mining operations and mining companies Topics will include: discounted cash flow techniques including net present value NPV internal rate of return IRR net asset value NAV; feasibility studies and due diligence reports; reserves and resources data sources; metal prices and markets; cash flow modeling including revenue calculations capital and operating costs taxes depreciation inflation; risk and risk assessment discount rates red flags checklists; financing Guest lectures will provide industry insights into financing fund raising consulting project control and evaluation There are two assignments: review of an annual report; due diligence report and net asset value calculation
MIN351H1,Underground Mining Operational aspects of underground mine design and mine planning Topics will include: underground mining methods for hard and soft rock; shaft sinking hoisting and materials handling; equipment selection and optimization; mine safety and mine regulations; mine personnel organization; ethics and professional issues Development and production costs associated with mining are an inherent aspect of this course
MIN400H1,Geology Field Camp for Engineers At Geology Field Camp students will learn to incorporate geological observations into their engineering data sets The course will focus on the recognition of rock types in the field mapping of geological structures related to mineralization of potential economic importance and field measurement techniques for obtaining rock engineering data Students will learn how to make geological observations that are of critical importance to their success as mineral engineers and to foster a sense of excitement and curiosity about the rocks that form the physical environment within which they will work as professionals The course will be taught in the Sudbury region where there are several operating mines numerous excellent field exposures of rocks related to the formation of the impact-related Sudbury structure inexpensive accommodations as well as unrelated older rock sequences typical of Archean greenstone belts where much of Canadas mineral exploration takes place Students attend the two week Geology Field Camp prior to the start of Fourth Year Fall Session
MIN401H1,Mineral Reserve and Mineral Resource Estimation Introduction to Mineral Resource and Mineral Reserve Estimation is an advanced level course that focuses on the stages of a mineral resource and mineral reserve estimation program from assembling the database through to reporting under industry guidelines Major course topics include: statistical analysis of sampling data geologic interpretation and deposit models; mineral resources estimation approaches and methods mineral reserve estimation classification of resources and reserves and reporting under regulatory standards and industry guidelines for professional practice
MIN430H1,Mining Environmental Management This course provides an overview of the major aspects of mining environmental management from exploration through design and development of the property into operation and final closure implementation An applied approach is taken utilizing case studies and examples where possible Participation and discussion is an integral part of the course Topics include sustainable development environmental impacts designing for mitigation environmental management systems and reclamation
MIN466H1,Mineral Project Design I Mineral Project Design is a two-part capstone course that draws on all course materials developed in the first three years of the Mineral Engineering Curriculum The course will culminate in the design of a mining or civil rock engineering project In the first half of the course F students perform individual detailed case history analyses Additional instruction in technical aspects of communication is provided during both semesters preparing and writing technical reports industry research and analysis presentation skills as well as other technical elements as required These skills will form a foundation for students to use in industry Critical non-technical aspects of rock engineering projects will also be examined and guest speakers will present on specialized topics such as: cultural and social effects of rock engineering projects on communities and the environment; economic planning and impact; ethical considerations; aboriginal land claims etc The social license to operate will be emphasized Students will receive a final grade at the end of each term course but both courses must be taken in sequence MIN 467H1 S cannot be taken without successful completion of MIN 466H1 F
MIN467H1,"Mineral Project Design II Mineral Project Design is a two-part capstone course that draws on all course materials developed in the first three years of the Mineral Engineering Curriculum Part II S focuses on the design of a mining or civil rock engineering project Students will be grouped into teams and provided with one or more data sets and a design problem to solve The end product is a major engineering design report and oral presentation including several interim reports and presentations Technical aspects will serve to examine a ""cradle to grave"" view of a project from initial planning through to final closure and site remediation The course will include an intensive two-day Professional Supervisors Short Course Topics include: Discovering a commonality among supervisors and their key role in maintaining standards The importance of sharing information and expectations about costs production goals and business objectives are explored in the context of motivation The necessity of successful communication skills and techniques are discussed and demonstrated to achieve behaviours on the job producing consistent results A reliable methodology for handling difficult situations is provided The fundamental rationale for safety and loss control is presented as well as a relevant perspective on management structure A workable code of conduct that is a guide to professional behaviour is developed Students will receive a final grade at the end of each term course but both courses must be taken in sequence MIN 467H1 S cannot be taken without successful completion of MIN 466H1 F"
MIN470H1,Ventilation and Occupational Health Hydraulics of air flow through underground openings is studied leading to mine ventilation design calculations and ventilation network analysis Related topics discussed in the course include: statutory regulations and engineering design criteria; application and selection of ventilation fans; auxiliary fan design; air conditioning heating and cooling; dust and fume control; ventilation economics Health hazards related to mine gasses dust and radiation along with relevant statutory requirements are reviewed Air quality and quantity measurement and survey techniques are presented
MIN511H1,"Integrated Mine Waste Engineering The engineering design of conventional mine waste management systems including tailings ponds rock dumps and underground mine backfill systems is considered first Emerging trends in integrated mine waste management systems including paste stacking and ""paste rock"" on surface and cemented paste backfill forunderground mining will then be covered Engineering case studies will be used throughout and each case study will be evaluated in terms of how the mine waste systems used contribute to the economic and environmental sustainability of the mining operation"
MIN520H1,Mine Optimization  Introduces principles and fundamental concepts involved in the optimization of different aspects of mineral resource extraction Explores the key sources of uncertainty that affect a final mine plan and design such as orebody technological and economic uncertainties Stochastic simulation techniques will be introduced for the quantification of uncertainties and risk management Other topics related to optimizing mine production and performance such as delaying or eliminating waste stripping and more efficient resource use through better blending and cut-off grade decisions as well as holistic mine-to-mill process optimization will be introduced 
MIN540H1,Borehole Geophysics for Engineers and Geoscientists The process of wireline logging of boreholes for mineral hydrocarbon and groundwater exploration geotechnical and environmental studies involve a number of measurement devices or sondes Some of these are passive measurement devices; others exert some influence over the rock formation being traversed Their measurements are transmitted to the surface by means of wire line Logging applications include the identification of geological environment reservoir fluid contact location fracture detection estimate of hydrocarbon or water in place determination of water salinity reservoir pressure determination porosity/pore size distribution determination and reservoir fluid movement monitoring
MIN565H1,Design and Support of Underground Mine Excavations Geomechanical issues concerning the design of underground openings in hard rock are covered in the course: ground support ie rock mass reinforcement design the dimensioning and sequencing of underground excavations and rock pillar design in hard rock applications A review of modern concepts concerning rock and rock mass failure modes with application to support design is given Both static and dynamic rockburst support design issues are addresses Lastly instrumentation and monitoring techniques and backfill design and behaviour are also covered Design issues are illustrated through the use of numerous field case studies 
MSE120H1,Materials Engineering Processing and Application This course covers an introduction to the field of materials science and engineering following a design-led approach Application areas such as stiffness-limited design fracture-limited design strength-limited design will be used to guide further investigations into elements of the processing-structure-properties-performance paradigm Topics covered will include material property charts computer-aided design and materials selection crystallographic planes and directions crystal structures stiffness strength plasticity yielding ductility fracture and fracture toughness cyclic loading and fatigue friction and wear thermal properties of materials electrical properties optical properties materials corrosion and materials processing
MSE160H1,Molecules and Materials This course will cover both the fundamentals and applications of molecular chemistry as it relates to the properties of materials Fundamental topics will include: 1 the design of chemical structures and their relationship to optical and electronic properties; 2 the chemistry and physics of covalent and non-covalent bonding; 3 the relationship of atomic bonding to molecular geometry and local symmetry; 4 crystal structures of extended solids; and 5 extension of these principles to electronic structure elasticity and vector and tensor descriptions of materials properties Applications to diverse areas of engineering will be discussed
MSE191H1,Introduction to Materials Science and Engineering This is a seminar series that will introduce students to the community upper-year experience and core fields of Materials Science and Engineering Seminar presenters will represent the major areas in Materials Science and Engineering and will also be drawn from an array of groups including students staff faculty and alumni The format will vary and may include application examples case studies career opportunities and research talks The purpose of the seminar series is to provide first year students with some understanding of the various options within the Department to enable them to make educated choices as they progress through the program This course will be offered on a credit/no credit basis
MSE202H1,Thermodynamics I The three laws of thermodynamics Heat capacity theory and Debyes law Calculations of enthalpy entropy and free energy of pure materials and reactions Reversible and irreversible processes Gibbs free energy chemical equilibria and phase rule Introduction of Ellingham Pourbaix and pre-dominance area diagrams Treatment of ideal and non-ideal solutions with the introduction of the concept of activity and activity coefficient Binary and ternary phase diagrams and their applications to materials processing and materials properties Thermodynamics of electrochemical systems
MSE217H1,Diffusion and Kinetics Topics in the Diffusion part include: diffusion mechanisms steady-state and non-steady-state diffusion Ficks first and second laws Kirkendall effect short-circuit diffusions diffusion in metallic polymeric ionic and semiconducting materials Darkens first and second equations markers velocity thin film diffusion Topics in the Kinetics part include: experimental rate laws reaction orders determination of order of reaction integral differential and half-life methods Arrhenius equation elucidation of mechanism fluid-particle reactions kinetic models progressive-conversion unreacted core shrinking core model reactor design batch plug flow and mixed flow reactors
MSE218H1,Phase Transformations A key part of MSE is focused on explaining how material systems transform from one condensed phase to another These phase transformations are a critical aspect of understanding the behaviour of a material MSE 218 builds on the thermodynamics and phase stability of MSE 202 and runs in parallel to the rates of transformation seen in MSE 217 In MSE 218 we will consider phase transformations in one component two component and multicomponent systems We will look at both diffusional and diffusionless transformations focusing on the nucleation and growth aspects of each case Specific examples will include: solidification precipitation recrystallization spinodal massive and order-disorder transformations Both experimental and computational labs will be used to outline specific transformations in more depth
MSE219H1,Structure and Characterization of Materials Introduction to two and three-dimensional crystallography and crystal structures of solids Topics include: Pearson and Hermann-Mauguin symbols reciprocal space point group and space group symmetry analysis stereographic projections Introduction to tensor analysis of crystalline material properties and symmetry breakdown by imperfections in crystals Experimental techniques used to interpret structure and chemistry of solids and their defects will be covered theoretically and in the laboratory including: X-ray diffractometry optical electron and scanning probe microscopy and surface/bulk spectroscopies based on optical X-ray electron and ion-beam analysis methods 
MSE222H1,Mechanics of Solid Materials Principles of stress and strains; Axial loading; Torsion; Shear forces and bending moments; Stresses in Beams; Plane stresses and strains; Pressure vessels; Deflection of beams; Introduction to Finite Element Analysis
MSE238H1,Engineering Statistics and Numerical Methods This course will teach engineering statistics and numerical methods with Python Topics on statistics will include probability theory hypothesis testing discrete and continuous distribution analysis of variance sampling distributions parameter estimation regression analysis statistical quality control and six-sigma The topics on numerical methods will include curve fitting and interpolation solving linear and nonlinear equations numerical differentiation and integration solution of ordinary and partial differential equations initial and boundary value problems
MSE244H1,"Inorganic Materials Chemistry and Processing Basic materials processing flowsheet including priIntroduction to atomic and molecular structures acid-base and redox reactions transition metal complexes and detailed chemical properties of the main group elements in the periodic table Examples of industrial practice in metal processing industry and energy generation/storage technologies Hands-on qualitative and quantitative analyses of inorganic compounds by both classical ""wet"" volumetric and instrumental methodsmary processing and recycling of materials Materials and energy balance of individual units and of overall process flowsheets Use of computer software for flowsheet evaluation Translating process flowsheets to resource and utility requirements capital/operating cost and environmental impact of processing operations Basics of equipment sizing operation scheduling and plant layout"
MSE245H1,Organic Materials Chemistry and Properties Introduction to organic chemistry and organic materials Naming bonding and shapes of organic molecules Properties and reactions of organic compounds Key mechanisms including electrophilic addition nucleophilic aliphatic substitution b-elimination reactions and electrophilic aromatic substitution Syntheses of polymers step-growth and radical chain growth polymerization and processing methods Structure and properties of polymeric materials amorphous crystalline elastomeric Thermo-transition properties of polymers Life-cycle of polymers mechanisms of degradation and strategies of polymer recycle Hands-on organic syntheses and separation experiments
MSE294H1,Communications I This is part I of two laboratory tutorial and lecture courses building on the communication principles students learned in first year Students will work in teams on open-ended design projects and scaffolded assignments will provide students the opportunity to report on their projects in written reports podium presentations and poster presentations The projects in this course are supported by laboratory exercises and tutorial activities
MSE295H1,Communications II This is part II of two laboratory tutorial and lecture courses building on the communication principles students learned in first year Students will work in teams on open-ended design projects and scaffolded assignments will provide students the opportunity to report on their projects in written reports podium presentations and poster presentations The projects in this course are supported by laboratory exercises and tutorial activities
MSE296H1,Materials Paradigm at a Glance I Materials come in all sorts of forms and exhibit a wide range of behaviors yet there is more in common to their explanation than there is difference MSE296 & MSE297 will put the threads from the second year curriculum into a common informational framework more reflective of the emerging state-space based materials paradigm This course will meet on a biweekly basis Credit is obtained by participating in in-class exercises
MSE297H1,Materials Paradigm at a Glance II Materials come in all sorts of forms and exhibit a wide range of behaviors yet there is more in common to their explanation than there is difference MSE296 & MSE297 will put the threads from the second year curriculum into a common informational framework more reflective of the emerging state-space based materials paradigm This course will meet on a biweekly basis Credit is obtained by participating in in-class exercises
MSE301H1,Mineral Processing Introduction to the theory and practice of mineral beneficiation Topics covered include comminution sizing froth flotation gravity separation magnetic separation electrostatic separation dewatering and tailings management The course also covers relevant aspects of sampling particle size measurement metallurgical accounting material balances surface chemistry and the movement of solid particles in liquid media Open to 3rd and 4th year Minerals Materials and Chemical Engineering students or with permission of the instructor
MSE302H1,Thermodynamics II Introduction to statistical thermodynamics The concept of chemical potential and its application in solution thermodynamics Solution models Equilibrium in multi-component multi-phase systems Thermodynamics of surfaces and interfaces Applied thermodynamics with examples of industrial applications Computational thermodynamics
MSE316H1,Mechanical Behaviour of Materials  The mechanical behaviour of engineering materials including metals alloys ceramics and polymeric materials The following topics will be discussed: macro- and micro-structural response of materials to external loads; load-displacement and stress-strain relationships processes and mechanisms of elastic visco-elastic plastic and creep deformation crystallographic aspects of plastic flow effect of defects on mechanical behaviour strain hardening theory strengthening mechanisms and mechanical testing 
MSE332H1,Heat and Mass Transfer for Materials Processing Fundamental concepts of heat and mass transfer as applied in materials engineering Steady state and transient analysis in slabs cylinders and spheres through solutions of problems in metallurgy and material processing Similarity between heat and mass transfer Concepts of momentum mass and thermal boundary layers Coupled problems
MSE335H1,Materials Physics Application of solid state physics to describe properties of materials Thermal properties of solids: lattice vibrations phonons heat capacity thermal conductivity Electrical properties of metals: simple circuits resistivity of metals classical and quantum descriptions Seebeck Peltier and Thomson effects Electrical properties of semiconductors: band structure and occupancy conductivity Hall effect simple devices Electrical properties of insulators: polarization capacitance optical properties ferroelectric and piezoelectric materials Magnetic properties: diamagnetism and paramagnetism ferromagnetic and ferrimagnetic materials magnetic domains B-H curves 
